entity_type,entity_id,entity_name,publication_allowed,diagnostic_only,source_scenario_id,policy_class,repeated_bottleneck,trace_source_ids,assumption_ids
line,29,ATPL_00141,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,30,ATPL_00142,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,31,ATPL_00143,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,32,ATPL_00147,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,MIXED_PARALLEL_EQUIVALENT_REQUIRED,True,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,36,ATPL_00207,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,42,ATPL_00229,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,43,ATPL_00241,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,44,ATPL_00242,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,45,ATPL_00243,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,46,ATPL_00244,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,MIXED_PARALLEL_EQUIVALENT_REQUIRED,True,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,49,ATPL_00256,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,50,ATPL_00257,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,52,ATPL_00273,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,53,ATPL_00274,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,54,ATPL_00275,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,57,ATPL_00304,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,MIXED_PARALLEL_EQUIVALENT_REQUIRED,True,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,58,ATPL_00314,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,59,ATPL_00334,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,60,ATPL_00340,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
line,63,ATPL_00343,False,True,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,,False,MIXED_CORRIDOR_POLICY_WEIGHTED;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281;SRC_EREDES_DMAC33281; SRC_ES_PRYSMIAN_VOLTALENE_RHZ1;SRC_PANDAPOWER_STD;SRC_PANDAPOWER_STD;SRC_EREDES_DMAC33281,CABLE_RXC_BENCHMARK_CURRENT_SOURCE;CIRCUIT_COUNT_1_ASSUMPTION;MIXED_LINE_50_50_PROXY;OH_R_X_C_BENCHMARK
generator,GENCAND_capacidade-rececao-rnd_1106S5099600_potencia_de_ligacao_ligado_mva_rari,NORTE,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1106S5815000_potencia_de_ligacao_ligado_mva_rari,ALTO DO LUMIAR,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1107P5728100_potencia_de_ligacao_ligado_mva_rari,FANHÕES (PS),False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,import_interface_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1116S5903800_potencia_de_ligacao_ligado_mva_rari,CANEÇAS,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1109S5902500_potencia_de_ligacao_ligado_mva_rari,VENDA DO PINHEIRO,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1106S5800000_potencia_de_ligacao_ligado_mva_rari,EXPO SUL,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1106S5716600_potencia_de_ligacao_ligado_mva_rari,ARCO CARVALHÃO,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1106S5244000_potencia_de_ligacao_ligado_mva_rari,PARQUE,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1109S5905600_potencia_de_ligacao_ligado_mva_rari,GRADIL,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1109S5430000_potencia_de_ligacao_ligado_mva_rari,MAFRA,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1106S5025800_potencia_de_ligacao_ligado_mva_rari,CENTRAL TEJO,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1106S5907000_potencia_de_ligacao_ligado_mva_rari,BOAVISTA (NOVA),False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1106S5478000_potencia_de_ligacao_ligado_mva_rari,AMOREIRAS,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1106S5200200_potencia_de_ligacao_ligado_mva_rari,PRAÇA FIGUEIRA,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1106S5200300_potencia_de_ligacao_ligado_mva_rari,ALAMEDA,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1109S5727400_potencia_de_ligacao_ligado_mva_rari,TELHEIRO,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1106S5072500_potencia_de_ligacao_ligado_mva_rari,SENHOR ROUBADO,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
generator,GENCAND_capacidade-rececao-rnd_1116S5340000_potencia_de_ligacao_ligado_mva_rari,ARROJA,False,True,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,dispatchable_proxy,False,GENERATOR_PROXY_GOVERNED,GENERATOR_PROXY_COST_ASSIGNMENT
